,NINO3.4,PDO,NPI,NPGO,AO
2000.6,-0.51,-1.019196517,0.205275882,1.315935367,-0.050975485
2000.7,-0.55,-1.230292236,0.194397042,1.32865299,0.396681959
2000.8,-0.63,-1.012599776,-0.625539202,1.527491572,-0.402706335
2000.8,-0.75,-0.432086549,-1.323497345,1.762875022,-1.676630057
2000.9,-0.74,0.194603866,-2.026888984,2.111907684,-2.267945688
2001.0,-0.68,0.465070255,-1.298919226,2.39426987,-1.823532138
2001.1,-0.52,0.441981661,-0.583635523,2.46138642,-1.514435331
2001.2,-0.44,0.141829936,0.482342624,2.26404028,-0.650169146
2001.3,-0.34,-0.05277393,0.329156001,1.963472977,-0.152463043
2001.3,-0.25,-0.356224025,0.632335514,1.951634455,0.622364336
2001.4,-0.12,-0.686061086,0.272628697,1.74065308,0.188145883
2001.5,-0.08,-0.841084504,0.224124242,1.728994781,0.220121414
2001.6,-0.13,-1.137937859,-0.03629835,1.592138084,-0.10056073
2001.7,-0.19,-1.157728082,0.139647327,1.490591776,0.241438436
2001.8,-0.29,-1.319348242,-0.752992273,1.445453722,0.37953566
2001.8,-0.35,-1.174219935,-0.822395241,1.483390169,0.094536355
2001.9,-0.31,-0.633287156,-0.644280906,1.694009148,0.406877056
2002.0,-0.15,-0.428788179,0.586746303,1.817826525,0.631632606
2002.1,0.03,-0.263869648,1.140447241,1.781473937,1.662264238
2002.2,0.09,-0.458473514,1.55422829,1.491528781,1.36892349
2002.3,0.2,-0.455175143,1.03699161,1.169177452,0.950461096
2002.3,0.43,-0.428788179,0.321257584,1.081334791,0.797998054
2002.4,0.65,-0.425489808,-0.526574943,1.226759283,0.603364382
2002.5,0.79,-0.019790224,-0.382922118,1.139563119,0.311413875
2002.6,0.86,0.237482684,-0.008923493,0.905329956,0.025951156
2002.7,1.01,0.478263738,-0.390607224,0.737775706,-0.81607118
2002.8,1.21,0.778415463,-1.599657518,0.991921124,-1.370313731
2002.8,1.31,1.329243354,-2.391294558,1.535420647,-2.088141248
2002.9,1.14,1.880071245,-2.976298824,1.878995141,-1.616849715
2003.0,0.92,1.959232139,-1.834328783,1.67905224,-0.897168543
2003.1,0.63,1.764628274,-1.342487912,1.335390852,0.272950554
2003.2,0.38,1.464476549,-0.165232746,1.075220047,0.409194124
2003.3,-0.04,1.180816677,0.114067833,1.053233729,0.821168729
2003.3,-0.26,0.907051916,0.090171122,0.839383366,0.341535752
2003.4,-0.16,0.834487763,0.150863908,0.869591242,0.458779369
2003.5,0.08,0.831189392,0.012413491,0.828510665,-0.142267946
2003.6,0.21,0.610198562,0.161013936,0.855963661,0.121414338
2003.7,0.26,0.567319744,-0.216759101,0.881322128,-0.223828722
2003.8,0.29,0.448578402,0.819639979,0.612395309,0.203438528
2003.8,0.35,0.554126262,0.248068354,0.418991071,0.109829
2003.9,0.35,0.422191437,0.322727057,0.112477923,-0.36099912
2004.0,0.37,0.408997955,-1.852993458,0.346896203,-1.350850364
2004.1,0.31,0.501352332,-0.831075796,0.394450483,-1.326289448
2004.2,0.23,0.54752952,-1.117842245,0.352531687,-0.734510404
2004.3,0.17,0.679464345,-0.01622938,0.214604688,-0.085731498
2004.3,0.17,0.49145722,-0.131138604,0.332636809,-0.342462579
2004.4,0.28,0.448578402,-0.118085182,0.418510134,-0.246072571
2004.5,0.47,0.43868329,-0.533128318,0.561881819,-0.536169424
2004.6,0.64,0.672867603,-0.432878271,0.441891179,-0.030585291
2004.7,0.7,0.49145722,-0.112414676,0.331320767,-0.176097131
2004.8,0.67,0.003298371,0.137757158,-0.006739487,0.471754947
2004.8,0.66,-0.300151725,0.048445203,-0.415117578,0.645535011
2004.9,0.69,-0.118741342,-0.217837505,-0.925854451,1.049168173
2005.0,0.64,0.356224025,-0.063850967,-1.241774144,0.145975254
2005.1,0.58,0.860874728,-0.951596274,-1.394518805,-1.048704759
2005.2,0.45,1.055478594,-0.588476488,-1.403582539,-1.234996988
2005.3,0.43,1.401807507,-1.145531143,-1.195332467,-0.999582928
2005.3,0.29,1.339138466,-0.613753792,-1.133492025,-0.552388897
2005.4,0.11,1.217098753,-0.677136661,-1.128874156,-0.544974281
2005.5,-0.06,0.686061086,-0.340971037,-1.231178364,-0.179341026
2005.6,-0.14,0.148426677,0.116751991,-1.317595075,0.369803976
2005.7,-0.11,-0.504650703,0.204884812,-1.084629689,0.397608786
2005.8,-0.29,-1.081865558,0.800086509,-1.243867437,0.491218314
2005.8,-0.57,-0.864173098,-0.935983125,-1.151019558,-0.855461328
2005.9,-0.84,-0.089056006,-0.539758722,-1.081884299,-0.948144029
2006.0,-0.85,0.623392044,0.177367747,-0.903134644,-1.126094814
2006.1,-0.77,0.573916485,2.038307025,-0.738321549,-0.894388062
2006.2,-0.57,0.366119137,1.88166003,-0.708946542,-0.751656703
2006.3,-0.37,0.306748466,1.059922497,-0.423676075,-0.60707169
2006.3,-0.14,0.633287156,0.782363955,-0.24879192,0.632559433
2006.4,-0.03,0.616795303,0.340177048,-0.229157372,0.61633996
2006.5,0.1,0.244079425,0.37912993,-0.302180196,0.421242875
2006.6,0.3,-0.408997955,0.321885666,-0.365825442,0.205755596
2006.7,0.54,-0.540932779,0.697098976,-0.528724588,-0.318828491
2006.8,0.77,-0.399102843,0.920251469,-0.717269543,0.045414523
2006.8,0.94,-0.042878818,0.275443212,-0.661575262,0.822095556
2006.9,0.94,-0.023088594,0.549014031,-0.469485649,2.241531118
2007.0,0.66,0.062669041,0.095598692,-0.209419099,1.394411233
2007.1,0.22,-0.102249489,0.753999573,-0.324847331,0.884656379
2007.2,-0.12,-0.05277393,-0.407340254,-0.124610068,0.194170258
2007.3,-0.32,-0.098951118,-0.422941553,0.121428208,1.21414338
2007.3,-0.38,0.049475559,-0.407553565,0.655589971,0.409194124
2007.4,-0.47,0.253974537,-0.151148322,0.946139707,-0.026877983
2007.5,-0.56,0.451876773,-0.220628318,1.170339692,-0.456925715
2007.6,-0.81,0.303450096,-0.430211889,1.074183438,-0.116780203
2007.7,-1.07,-0.432086549,0.025526166,1.086824402,0.24468233
2007.8,-1.34,-0.953229105,-0.768812808,0.872980994,0.019926781
2007.8,-1.5,-1.025793258,-0.240412874,0.734826642,0.31743825
2007.9,-1.6,-0.877366581,0.364855897,0.519077767,0.519486538
2008.0,-1.64,-0.775117092,0.783525313,0.643908188,1.194680013
2008.1,-1.52,-0.81799591,0.44807665,0.918818427,1.08577784
2008.2,-1.29,-0.989511181,0.482875901,1.174318937,0.495389036
2008.3,-1.01,-1.187413418,0.63276806,1.353704697,-0.497706103
2008.3,-0.84,-1.395210766,0.728858551,1.327464189,-0.810973632
2008.4,-0.61,-1.444686325,-0.124484499,1.335449313,-0.822558969
2008.5,-0.37,-1.553532555,-0.150591344,1.456814438,-0.301218778
2008.6,-0.23,-1.622798338,-0.44496587,1.74188396,-0.411047778
2008.7,-0.24,-1.652483673,0.132536974,1.84400096,0.588071736
2008.7,-0.35,-1.504056996,0.177219615,1.791957441,0.667778859
2008.8,-0.55,-1.279767795,1.419321198,1.259971822,1.119607025
2008.9,-0.73,-1.161026453,1.66996113,0.947373913,0.713656796
2009.0,-0.85,-1.259977571,3.093856655,0.636999076,0.359608879
2009.1,-0.79,-1.497460255,2.694770336,0.604227137,0.115389962
2009.2,-0.61,-1.57991952,2.31734689,0.513381321,0.195560499
2009.2,-0.33,-1.358928689,1.235548208,0.403045936,1.060290097
2009.3,0.01,-0.936737252,0.007691031,0.411079467,0.378145419
2009.4,0.28,-0.567319744,-0.547550484,0.453309313,-0.701144631
2009.5,0.45,-0.247377795,-0.678179513,0.499752753,-1.279484684
2009.6,0.58,0.026386965,-0.311646758,0.679025268,-0.248389638
2009.7,0.71,0.290256613,-0.39878413,0.854586668,-0.333657723
2009.7,1.01,0.128636454,-0.327970942,0.952728981,-0.095926595
2009.8,1.36,-0.016491853,-0.829861111,0.980416022,-2.082580286
2009.9,1.56,0.168216901,-1.413265548,1.247457471,-2.567774225
2010.0,1.5,0.570618115,-1.963381684,1.481377422,-4.757403031
2010.1,1.22,0.689359456,-1.579262656,1.655796053,-3.375967376
2010.2,0.84,0.672867603,-0.411250948,1.395697949,-2.304091941
2010.2,0.35,0.606900191,0.242942975,1.407284236,-0.753046944
2010.3,-0.17,0.389207731,0.524613671,1.283053716,-0.558876686
2010.4,-0.66,-0.214394089,0.553309869,1.275714624,-0.230316511
2010.5,-1.05,-0.837786134,0.715094094,1.042979815,0.141341119
2010.6,-1.35,-1.296259648,0.445428043,0.974906454,-0.253487187
2010.7,-1.56,-1.299558018,-0.028690273,1.110312639,-0.671486167
2010.7,-1.64,-1.151131341,0.020080821,1.076110827,-0.791510265
2010.8,-1.64,-1.019196517,1.227163917,1.004917527,-1.609898512
2010.9,-1.59,-0.973019328,1.014031096,0.62081765,-2.173409333
2011.0,-1.42,-0.976317699,1.993529579,0.497602282,-1.269289587
2011.1,-1.19,-0.804802428,0.540866752,0.628306709,0.609852171
2011.2,-0.93,-0.639883897,1.168847175,0.712538708,2.444042819
2011.2,-0.73,-0.48815885,-0.200031997,0.961607708,1.697947078
2011.3,-0.55,-0.48815885,0.11914581,0.935828031,0.640437462
2011.4,-0.44,-0.963124217,-0.071334613,1.068251155,-0.632559433
2011.5,-0.48,-1.41500099,-0.26986751,0.961276438,-1.108948515
2011.6,-0.62,-1.777821756,-0.351642491,1.022643393,-0.403169748
2011.7,-0.83,-1.606306485,-0.350255973,1.07030802,0.186292229
2011.7,-1.01,-1.80091035,0.279075417,0.873023895,1.355021085
2011.8,-1.09,-1.80091035,0.81209708,0.519802078,2.076092497
2011.9,-1.04,-1.814103833,1.14557262,0.411816049,1.603410723
2012.0,-0.86,-1.325944983,0.414853527,0.556288633,0.910607535
2012.1,-0.72,-1.081865558,0.46158632,0.849521186,0.361925947
2012.2,-0.59,-0.715746421,0.33729143,1.173539128,0.447657445
2012.2,-0.47,-0.850979616,0.832035694,1.399640393,0.5421938
2012.3,-0.26,-0.791608945,0.319479996,1.644870224,-0.249779879
2012.4,-0.01,-1.203905271,0.300359073,1.62688366,-0.155706937
2012.5,0.25,-1.424896101,0.235856323,1.662916982,-0.227072617
2012.6,0.37,-1.866877762,0.612876849,1.488810929,0.442096483
2012.7,0.37,-1.626096708,0.484143914,1.493989953,-0.337365031
2012.7,0.27,-1.184115047,0.545891401,1.390825385,-0.395291719
2012.8,0.05,-0.613496933,0.666512609,1.344545798,-1.561703508
2012.9,-0.21,-0.395804473,0.811208286,1.149359097,-1.142314287
2013.0,-0.43,-0.343030543,1.03789818,1.095669906,-1.557532787
2013.1,-0.43,-0.392506102,1.066144056,0.92750949,-2.224848232
2013.2,-0.34,-0.402401214,1.2762135,0.704228736,-1.79341026
2013.2,-0.3,-0.234184313,1.077165102,0.596529083,-1.097826591
2013.3,-0.36,-0.283659872,0.784319302,0.621361763,0.632559433
2013.4,-0.41,-0.643182268,0.560242463,0.61365727,0.478242736
2013.5,-0.4,-1.012599776,0.024145573,0.528515812,0.320682145
2013.6,-0.32,-0.913648658,-0.157707622,0.426640945,-0.147365494
2013.7,-0.26,-0.788310575,-0.352033561,0.24645332,-0.020390194
2013.7,-0.18,-0.481562108,0.706585372,-0.164209966,0.848510126
2013.8,-0.17,-0.458473514,1.363327171,-0.713222347,1.745678669
2013.9,-0.27,-0.072564153,1.007631779,-0.787060992,1.174753232
2014.0,-0.42,0.089056006,0.875426621,-0.625080919,0.254877427
2014.1,-0.46,0.54423115,-0.030272327,-0.326695966,0.130219195
2014.2,-0.27,0.81799591,-0.146212552,-0.393088003,1.029704806
2014.2,0.04,1.286364536,-0.303487628,-0.247755165,1.224338477
2014.3,0.21,1.236888977,0.17922829,-0.239148767,0.430511145
2014.4,0.16,1.095059041,0.557220563,-0.097217464,-0.246535984
2014.5,0.05,0.722343162,-0.190764837,-0.33172777,-0.633949673
2014.6,0.07,0.808100798,-0.641601701,-0.441208434,-0.351730849
2014.7,0.23,1.068672076,-0.754292212,-0.275873832,-0.650632559
2014.7,0.49,1.41500099,-0.854335405,-0.019379209,-0.723851893
2014.8,0.64,1.886667986,-1.013469343,0.105385325,-0.579730293
2014.9,0.66,2.203311564,-1.004270014,-0.189613392,0.451828166
2015.0,0.55,2.394617059,-0.68938159,-0.666679242,1.180777608
2015.1,0.47,2.226400158,0.026254977,-0.976724843,1.840678437
2015.2,0.53,1.893264727,0.506340064,-1.220841041,1.898141712
2015.2,0.7,1.530443961,0.499271189,-1.050206445,1.768385931
2015.3,0.93,1.378718913,0.228467482,-1.004904064,1.11497289
2015.4,1.18,1.510653737,-0.457071246,-1.030941284,0.037999907
2015.5,1.52,1.629395079,-0.362657613,-1.392080199,-0.6348765
2015.6,1.86,1.761329903,-0.088381684,-1.646967818,-0.909217295
2015.7,2.16,1.639290191,-0.214981513,-1.599011397,-0.511608508
2015.7,2.42,1.408404248,0.445990946,-1.691931408,0.709022661
2015.8,2.57,1.101655782,-0.088073568,-1.394388489,1.454654989
2015.9,2.64,1.121446006,-0.70685201,-0.728138417,0.899022198
2016.0,2.48,1.41500099,-2.213666098,0.006526462,-0.013438992
2016.1,2.14,1.873474504,-2.569557025,0.47576167,-0.55285231
2016.2,1.58,2.2329969,-2.039166193,0.081110404,-0.368413736
2016.2,0.94,2.430899136,-0.901290529,-0.189140103,-0.373974698
2016.3,0.39,2.308859423,0.02600019,-0.615093849,-0.358682052
2016.4,-0.07,1.856982651,1.065077503,-0.643130115,0.167755688
2016.5,-0.36,1.25338083,1.161446483,-0.601227971,0.403169748
2016.6,-0.54,0.732238274,1.09798066,-0.54660114,0.620047268
2016.7,-0.63,0.504650703,0.078498294,-0.296953632,-0.307706567
2016.7,-0.69,0.953229105,-0.80152043,0.207823157,-0.809583391
2016.8,-0.67,1.190711788,0.027647421,-0.020766409,-0.34385282
2016.9,-0.56,1.259977571,1.147527967,-0.200551329,0.981046388
2017.0,-0.34,0.87076984,1.644411263,-0.740848809,1.42175263
2017.1,-0.16,0.728939904,0.341421359,-0.544928208,1.226655545
2017.2,0.05,0.844382875,-0.706508343,-0.500618385,0.748876222
2017.2,0.2,0.903753546,-0.822898891,-0.437277032,0.253023773
2017.3,0.3,0.920245399,-0.94456295,-0.258445546,-0.193243431
2017.4,0.31,0.583811597,-0.358948379,-0.356821843,0.141804532
2017.5,0.14,0.323240319,-0.467713074,-0.380213661,0.549608416
2017.6,-0.11,0.168216901,-0.172283845,-0.451123157,0.135316743
2017.7,-0.38,0.151725048,0.118316268,-0.738552051,0.161267899
2017.7,-0.65,0.171515271,1.0599699,-1.197128915,0.05560962
2017.8,-0.84,0.230885942,1.425187239,-1.846479695,0.256267668
2017.9,-0.97,0.445280032,1.337018866,-1.875751035,-0.193706845
2018.0,-0.92,0.517844185,1.711781854,-1.925772659,-0.105194865
2018.1,-0.85,0.336433802,2.256417093,-1.726659618,-0.121460679
2018.2,-0.7,0.141829936,1.817311339,-1.894329134,0.260855461
2018.2,-0.5,0.0560723,0.700138652,-1.802409274,0.75531767
2018.3,-0.22,0.059370671,-0.358314372,-1.774515896,0.975022012
2018.4,-0.01,0.059370671,0.274406286,-1.627099994,1.00653413
2018.5,0.09,0.082459265,0.375041477,-1.68730628,0.847119885
2018.6,0.23,0.125338083,0.993102958,-1.8034222,0.942119653
2018.7,0.49,0.174813642,0.062322241,-2.035568052,0.849900366
2018.7,0.76,0.098951118,-0.192696483,-1.93027041,-0.054682793
2018.8,0.9,0.240781054,-0.601796549,-1.561010467,-0.274804208
2018.9,0.81,0.372715878,-0.429726014,-1.117860701,-0.796607813
2019.0,0.75,0.540932779,0.872760239,-1.35509716,0.253023773
2019.1,0.72,0.49145722,0.488961177,-1.624677839,1.182631262
2019.2,0.71,0.626690415,0.318271236,-2.014835013,1.394874647
2019.2,0.66,0.814697539,-0.959950939,-1.803446734,0.291950507
2019.3,0.54,1.052180223,-0.403998388,-1.912088657,-0.967143983
2019.4,0.45,1.038986741,-0.188833191,-1.910950633,-1.261411558
2019.5,0.28,0.824592651,-0.197341913,-1.97053938,-1.025534084
2019.6,0.14,0.60030345,-0.392882537,-2.020181453,-0.605218036
2019.7,0.19,0.112144601,0.120093857,-2.144892388,-0.230779925
2019.7,0.35,0.036282077,-0.043912353,-2.539555606,-0.449047685
2019.8,0.51,0.220990831,0.031558115,-2.546155899,-0.399925854
2019.9,0.55,0.293554984,0.632205157,-2.229194439,0.759071319
2020.0,0.5,0.019790224,1.571352389,-1.914409783,2.895407572
2020.1,0.48,-0.570618115,2.941677332,-1.702239158,3.928356272
2020.2,0.4,-0.682762715,2.149364808,-1.807820887,3.237406738
2020.2,0.19,-0.428788179,1.167111064,-1.519290564,1.641410631
2020.3,-0.08,-0.184708754,-0.241882347,-1.502249595,0.36099912
2020.4,-0.3,-0.122039712,-0.402677048,-1.492605183,-0.259974976
2020.5,-0.41,-0.244079425,-0.268800958,-1.445688831,-0.424023356
2020.6,-0.57,-0.448578402,-0.19254835,-1.287312219,-0.075072988
2020.7,-0.89,-0.550827891,0.328604949,-1.178573361,0.082487604
2020.7,-1.17,-0.827891022,0.731471606,-1.665992172,1.225728718
2020.8,-1.27,-0.893858434,-0.063898369,-1.834733159,0.128828954
2020.9,-1.19,-0.719044792,-0.320937619,-1.551841176,-0.988924417
2021.0,-1.05,-0.527739297,0.051870023,-1.064246971,-2.507530469
2021.1,-0.93,-0.616795303,1.98195748,-0.749606247,-0.725705547
2021.2,-0.84,-0.864173098,2.520525218,-1.154939146,0.330877242
2021.2,-0.66,-0.996107923,1.963648322,-1.01619506,0.808193151
2021.3,-0.48,-0.999406293,0.495994501,-0.866654958,0.220121414
2021.4,-0.38,-1.316049871,0.07087244,-0.457961343,0.604291209
2021.5,-0.4,-1.375420542,0.067696483,-0.447913053,0.578340053
2021.6,-0.49,-1.490863513,0.413609215,-0.590947226,0.074609574
2021.7,-0.67,-1.715152715,0.179820819,-0.537108932,-0.279438343
2021.7,-0.81,-2.176924599,0.214548967,-0.404669825,-0.132999676
2021.8,-0.98,-2.331948018,1.562061528,-0.807568082,0.074609574
2021.9,-0.99,-1.899861468,1.250094805,-1.126760179,0.534779183
2022.0,-0.97,-1.424896101,1.123755688,-1.570940346,1.210899486
2022.1,-0.94,-1.095059041,-0.443739334,,1.23128968
2022.2,-1,-1.184115047,0.044522658,,0.554705964
2022.2,-1.07,-1.461178178,0.38639434,,0.397145373
2022.3,-1,-1.530443961,0.387206105,,0.24468233
2022.4,-0.85,-1.975723992,0.146597696,,0.533852356
2022.5,,,,,
2022.6,,,,,
2022.7,,,,,
2022.7,,,,,
2022.8,,,,,
2022.9,,,,,
2023.0,,,,,
2023.1,,,,,
2023.2,,,,,
